日期,细分代码,细分名称,房晚,房晚占比,客房收入,平均ADR
2025-06-24,CORP,协议公司客户,52,23.5,24682.0,475.0
2025-06-24,LOY,会员忠诚计划,28,12.7,15475.0,553.0
2025-06-24,GRP,团队旅游会议,16,7.2,6478.0,405.0
2025-06-24,LNG,长住客,4,1.8,1390.0,348.0
2025-06-25,FIT-WI,上门散客,12,5.4,8037.0,670.0
2025-06-25,FIT-DIR,官网小程序直销,28,12.7,16295.0,582.0
2025-06-25,FIT-OTA,OTA散客,104,47.1,59061.0,568.0
2025-06-25,CORP,协议公司客户,36,16.3,17119.0,476.0
2025-06-25,LOY,会员忠诚计划,18,8.1,9487.0,527.0
2025-06-25,GRP,团队旅游会议,13,5.9,5585.0,430.0
2025-06-25,LNG,长住客,3,1.4,1077.0,359.0
2025-06-26,FIT-WI,上门散客,18,7.8,11711.0,651.0
2025-06-26,FIT-DIR,官网小程序直销,41,17.7,24160.0,589.0
2025-06-26,FIT-OTA,OTA散客,73,31.6,40048.0,549.0
2025-06-26,CORP,协议公司客户,51,22.1,24461.0,480.0
2025-06-26,LOY,会员忠诚计划,30,13.0,16380.0,546.0
2025-06-26,GRP,团队旅游会议,20,8.7,8136.0,407.0
2025-06-26,LNG,长住客,5,2.2,1779.0,356.0
2025-06-27,FIT-WI,上门散客,21,8.5,14248.0,678.0
2025-06-27,FIT-DIR,官网小程序直销,45,18.2,28539.0,634.0
2025-06-27,FIT-OTA,OTA散客,81,32.8,48514.0,599.0
2025-06-27,CORP,协议公司客户,50,20.2,25886.0,518.0
2025-06-27,LOY,会员忠诚计划,28,11.3,15719.0,561.0
2025-06-27,GRP,团队旅游会议,19,7.7,8088.0,426.0
2025-06-27,LNG,长住客,5,2.0,1859.0,372.0
2025-06-28,FIT-WI,上门散客,22,7.5,16140.0,734.0
2025-06-28,FIT-DIR,官网小程序直销,46,15.6,30455.0,662.0
2025-06-28,FIT-OTA,OTA散客,93,31.5,56518.0,608.0
2025-06-28,CORP,协议公司客户,70,23.7,36784.0,525.0
2025-06-28,LOY,会员忠诚计划,35,11.9,20516.0,586.0
2025-06-28,GRP,团队旅游会议,24,8.1,11043.0,460.0
2025-06-28,LNG,长住客,6,2.0,2322.0,387.0
2025-06-29,FIT-WI,上门散客,18,7.4,12282.0,682.0
2025-06-29,FIT-DIR,官网小程序直销,45,18.4,28676.0,637.0
2025-06-29,FIT-OTA,OTA散客,82,33.6,46717.0,570.0
2025-06-29,CORP,协议公司客户,51,20.9,25657.0,503.0
2025-06-29,LOY,会员忠诚计划,32,13.1,17606.0,550.0
2025-06-29,GRP,团队旅游会议,19,7.8,8198.0,431.0
2025-06-29,LNG,长住客,5,2.0,1830.0,366.0
2025-06-30,FIT-WI,上门散客,18,8.4,11799.0,655.0
2025-06-30,FIT-DIR,官网小程序直销,38,17.8,23060.0,607.0
2025-06-30,FIT-OTA,OTA散客,68,31.8,37369.0,550.0
2025-06-30,CORP,协议公司客户,50,23.4,25073.0,501.0
2025-06-30,LOY,会员忠诚计划,28,13.1,15740.0,562.0
2025-06-30,GRP,团队旅游会议,17,7.9,7327.0,431.0
2025-06-30,LNG,长住客,4,1.9,1391.0,348.0
2025-07-01,FIT-WI,上门散客,14,8.0,8147.0,582.0
2025-07-01,FIT-DIR,官网小程序直销,29,16.5,15154.0,523.0
2025-07-01,FIT-OTA,OTA散客,56,31.8,26392.0,471.0
2025-07-01,CORP,协议公司客户,42,23.9,17040.0,406.0
2025-07-01,LOY,会员忠诚计划,20,11.4,8859.0,443.0
2025-07-01,GRP,团队旅游会议,13,7.4,4812.0,370.0
2025-07-01,LNG,长住客,4,2.3,1223.0,306.0
2025-07-02,FIT-WI,上门散客,15,8.4,8976.0,598.0
2025-07-02,FIT-DIR,官网小程序直销,29,16.3,15242.0,526.0
2025-07-02,FIT-OTA,OTA散客,50,28.1,23629.0,473.0
2025-07-02,CORP,协议公司客户,36,20.2,15181.0,422.0
2025-07-02,LOY,会员忠诚计划,21,11.8,9857.0,469.0
2025-07-02,GRP,团队旅游会议,15,8.4,5260.0,351.0
2025-07-02,LNG,长住客,4,2.2,1207.0,302.0
2025-07-03,FIT-WI,上门散客,14,8.2,8617.0,615.0
2025-07-03,FIT-DIR,官网小程序直销,27,15.8,14433.0,535.0
2025-07-03,FIT-OTA,OTA散客,51,29.8,24741.0,485.0
2025-07-03,CORP,协议公司客户,35,20.5,14914.0,426.0
2025-07-03,LOY,会员忠诚计划,20,11.7,9912.0,496.0
2025-07-03,GRP,团队旅游会议,14,8.2,5253.0,375.0
2025-07-03,LNG,长住客,3,1.8,958.0,319.0
2025-07-04,FIT-WI,上门散客,16,8.0,10343.0,646.0
2025-07-04,FIT-DIR,官网小程序直销,33,16.6,18410.0,558.0
2025-07-04,FIT-OTA,OTA散客,61,30.7,32347.0,530.0
2025-07-04,CORP,协议公司客户,43,21.6,19194.0,446.0
2025-07-04,LOY,会员忠诚计划,25,12.6,13065.0,523.0
2025-07-04,GRP,团队旅游会议,17,8.5,6452.0,380.0
2025-07-04,LNG,长住客,4,2.0,1372.0,343.0
2025-07-05,FIT-WI,上门散客,17,7.9,11122.0,654.0
2025-07-05,FIT-DIR,官网小程序直销,35,16.4,20054.0,573.0
2025-07-05,FIT-OTA,OTA散客,69,32.2,36257.0,525.0
2025-07-05,CORP,协议公司客户,43,20.1,19834.0,461.0
2025-07-05,LOY,会员忠诚计划,25,11.7,13218.0,529.0
2025-07-05,GRP,团队旅游会议,16,7.5,6510.0,407.0
2025-07-05,LNG,长住客,4,1.9,1386.0,346.0
2025-07-06,FIT-WI,上门散客,14,7.4,7999.0,571.0
2025-07-06,FIT-DIR,官网小程序直销,35,18.5,18601.0,531.0
2025-07-06,FIT-OTA,OTA散客,61,32.3,28628.0,469.0
2025-07-06,CORP,协议公司客户,41,21.7,17982.0,439.0
2025-07-06,LOY,会员忠诚计划,22,11.6,10323.0,469.0
2025-07-06,GRP,团队旅游会议,16,8.5,5719.0,357.0
2025-07-06,LNG,长住客,4,2.1,1277.0,319.0
2025-07-07,FIT-WI,上门散客,13,7.5,7597.0,584.0
2025-07-07,FIT-DIR,官网小程序直销,31,17.8,16409.0,529.0
2025-07-07,FIT-OTA,OTA散客,53,30.5,26899.0,508.0
2025-07-07,CORP,协议公司客户,35,20.1,14726.0,421.0
2025-07-07,LOY,会员忠诚计划,20,11.5,9579.0,479.0
2025-07-07,GRP,团队旅游会议,13,7.5,4770.0,367.0
2025-07-07,LNG,长住客,4,2.3,1281.0,320.0
2025-07-08,FIT-WI,上门散客,14,7.8,8211.0,587.0
2025-07-08,FIT-DIR,官网小程序直销,28,15.6,14768.0,527.0
2025-07-08,FIT-OTA,OTA散客,53,29.4,25849.0,488.0
2025-07-08,CORP,协议公司客户,40,22.2,16931.0,423.0
2025-07-08,LOY,会员忠诚计划,23,12.8,10995.0,478.0
2025-07-08,GRP,团队旅游会议,15,8.3,5406.0,360.0
2025-07-08,LNG,长住客,4,2.2,1216.0,304.0
2025-07-09,FIT-WI,上门散客,9,8.1,5132.0,570.0
2025-07-09,FIT-DIR,官网小程序直销,18,16.2,9666.0,537.0
2025-07-09,FIT-OTA,OTA散客,34,30.6,16772.0,493.0
2025-07-09,CORP,协议公司客户,24,21.6,9883.0,412.0
2025-07-09,LOY,会员忠诚计划,13,11.7,6021.0,463.0
2025-07-09,GRP,团队旅游会议,8,7.2,2902.0,363.0
2025-07-09,LNG,长住客,2,1.8,610.0,305.0
2025-07-10,FIT-WI,上门散客,8,7.5,4578.0,572.0
2025-07-10,FIT-DIR,官网小程序直销,17,16.0,9239.0,543.0
2025-07-10,FIT-OTA,OTA散客,33,31.1,16604.0,503.0
2025-07-10,CORP,协议公司客户,23,21.7,9735.0,423.0
2025-07-10,LOY,会员忠诚计划,14,13.2,6667.0,476.0
2025-07-10,GRP,团队旅游会议,8,7.5,2852.0,356.0
2025-07-10,LNG,长住客,2,1.9,596.0,298.0
2025-07-11,FIT-WI,上门散客,15,7.7,9480.0,632.0
2025-07-11,FIT-DIR,官网小程序直销,35,18.0,20540.0,587.0
2025-07-11,FIT-OTA,OTA散客,59,30.4,31255.0,530.0
2025-07-11,CORP,协议公司客户,42,21.6,19974.0,476.0
2025-07-11,LOY,会员忠诚计划,22,11.3,10947.0,498.0
2025-07-11,GRP,团队旅游会议,16,8.2,6404.0,400.0
2025-07-11,LNG,长住客,4,2.1,1353.0,338.0
2025-07-12,FIT-WI,上门散客,17,7.8,10989.0,646.0
2025-07-12,FIT-DIR,官网小程序直销,37,16.9,21443.0,580.0
2025-07-12,FIT-OTA,OTA散客,69,31.5,36372.0,527.0
2025-07-12,CORP,协议公司客户,50,22.8,23241.0,465.0
2025-07-12,LOY,会员忠诚计划,27,12.3,13743.0,509.0
2025-07-12,GRP,团队旅游会议,18,8.2,7013.0,390.0
2025-07-12,LNG,长住客,4,1.8,1347.0,337.0
2025-07-13,FIT-WI,上门散客,14,7.4,9040.0,646.0
2025-07-13,FIT-DIR,官网小程序直销,31,16.4,18169.0,586.0
2025-07-13,FIT-OTA,OTA散客,63,33.3,31401.0,498.0
2025-07-13,CORP,协议公司客户,42,22.2,18368.0,437.0
2025-07-13,LOY,会员忠诚计划,22,11.6,10848.0,493.0
2025-07-13,GRP,团队旅游会议,17,9.0,6392.0,376.0
2025-07-13,LNG,长住客,4,2.1,1334.0,333.0
2025-07-14,FIT-WI,上门散客,13,7.7,7077.0,544.0
2025-07-14,FIT-DIR,官网小程序直销,27,16.1,13170.0,488.0
2025-07-14,FIT-OTA,OTA散客,54,32.1,24503.0,454.0
2025-07-14,CORP,协议公司客户,38,22.6,15363.0,404.0
2025-07-14,LOY,会员忠诚计划,22,13.1,9741.0,443.0
2025-07-14,GRP,团队旅游会议,13,7.7,4499.0,346.0
2025-07-14,LNG,长住客,4,2.4,1150.0,288.0
2025-07-15,FIT-WI,上门散客,15,8.4,8767.0,584.0
2025-07-15,FIT-DIR,官网小程序直销,31,17.4,16474.0,531.0
2025-07-15,FIT-OTA,OTA散客,60,33.7,28702.0,478.0
2025-07-15,CORP,协议公司客户,38,21.3,16284.0,429.0
2025-07-15,LOY,会员忠诚计划,21,11.8,9980.0,475.0
2025-07-15,GRP,团队旅游会议,15,8.4,5693.0,380.0
2025-07-15,LNG,长住客,3,1.7,923.0,308.0
2025-07-16,FIT-WI,上门散客,13,7.6,7807.0,601.0
2025-07-16,FIT-DIR,官网小程序直销,31,18.1,16383.0,528.0
2025-07-16,FIT-OTA,OTA散客,51,29.8,24907.0,488.0
2025-07-16,CORP,协议公司客户,37,21.6,15804.0,427.0
2025-07-16,LOY,会员忠诚计划,21,12.3,9902.0,472.0
2025-07-16,GRP,团队旅游会议,14,8.2,5195.0,371.0
2025-07-16,LNG,长住客,3,1.8,908.0,303.0
2025-07-17,FIT-WI,上门散客,15,8.5,8747.0,583.0
2025-07-17,FIT-DIR,官网小程序直销,27,15.3,13954.0,517.0
2025-07-17,FIT-OTA,OTA散客,59,33.5,27363.0,464.0
2025-07-17,CORP,协议公司客户,38,21.6,15787.0,415.0
2025-07-17,LOY,会员忠诚计划,22,12.5,10083.0,458.0
2025-07-17,GRP,团队旅游会议,14,8.0,4904.0,350.0
2025-07-17,LNG,长住客,4,2.3,1217.0,304.0
2025-07-18,FIT-WI,上门散客,15,8.0,9567.0,638.0
2025-07-18,FIT-DIR,官网小程序直销,33,17.6,19386.0,587.0
2025-07-18,FIT-OTA,OTA散客,63,33.5,33900.0,538.0
2025-07-18,CORP,协议公司客户,39,20.7,17480.0,448.0
2025-07-18,LOY,会员忠诚计划,21,11.2,10330.0,492.0
2025-07-18,GRP,团队旅游会议,14,7.4,5511.0,394.0
2025-07-18,LNG,长住客,3,1.6,1028.0,343.0
2025-07-19,FIT-WI,上门散客,19,8.8,12067.0,635.0
2025-07-19,FIT-DIR,官网小程序直销,37,17.1,21563.0,583.0
2025-07-19,FIT-OTA,OTA散客,69,31.8,36529.0,529.0
2025-07-19,CORP,协议公司客户,46,21.2,22107.0,481.0
2025-07-19,LOY,会员忠诚计划,24,11.1,12495.0,521.0
2025-07-19,GRP,团队旅游会议,16,7.4,6201.0,388.0
2025-07-19,LNG,长住客,4,1.8,1402.0,350.0
2025-07-20,FIT-WI,上门散客,15,7.5,9248.0,617.0
2025-07-20,FIT-DIR,官网小程序直销,32,16.0,17470.0,546.0
2025-07-20,FIT-OTA,OTA散客,63,31.5,31594.0,501.0
2025-07-20,CORP,协议公司客户,45,22.5,19568.0,435.0
2025-07-20,LOY,会员忠诚计划,25,12.5,12388.0,496.0
2025-07-20,GRP,团队旅游会议,16,8.0,6042.0,378.0
2025-07-20,LNG,长住客,4,2.0,1251.0,313.0
2025-07-21,FIT-WI,上门散客,13,8.0,7518.0,578.0
2025-07-21,FIT-DIR,官网小程序直销,27,16.6,13814.0,512.0
2025-07-21,FIT-OTA,OTA散客,52,31.9,23597.0,454.0
2025-07-21,CORP,协议公司客户,38,23.3,15863.0,417.0
2025-07-21,LOY,会员忠诚计划,19,11.7,8960.0,472.0
2025-07-21,GRP,团队旅游会议,14,8.6,4908.0,351.0
2025-07-21,LNG,长住客,3,1.8,895.0,298.0
2025-07-22,FIT-WI,上门散客,14,7.8,8366.0,598.0
2025-07-22,FIT-DIR,官网小程序直销,28,15.6,15064.0,538.0
2025-07-22,FIT-OTA,OTA散客,54,30.0,27251.0,505.0
2025-07-22,CORP,协议公司客户,36,20.0,15501.0,431.0
2025-07-22,LOY,会员忠诚计划,21,11.7,9979.0,475.0
2025-07-22,GRP,团队旅游会议,14,7.8,5257.0,375.0
2025-07-22,LNG,长住客,4,2.2,1283.0,321.0
2025-07-23,FIT-WI,上门散客,13,7.3,7337.0,564.0
2025-07-23,FIT-DIR,官网小程序直销,33,18.5,16710.0,506.0
2025-07-23,FIT-OTA,OTA散客,50,28.1,24065.0,481.0
2025-07-23,CORP,协议公司客户,43,24.2,17456.0,406.0
2025-07-23,LOY,会员忠诚计划,20,11.2,8681.0,434.0
2025-07-23,GRP,团队旅游会议,14,7.9,4754.0,340.0
2025-07-23,LNG,长住客,3,1.7,851.0,284.0
2025-07-24,FIT-WI,上门散客,16,8.6,9314.0,582.0
2025-07-24,FIT-DIR,官网小程序直销,30,16.2,15658.0,522.0
2025-07-24,FIT-OTA,OTA散客,61,33.0,30563.0,501.0
2025-07-24,CORP,协议公司客户,39,21.1,16720.0,429.0
2025-07-24,LOY,会员忠诚计划,20,10.8,9523.0,476.0
2025-07-24,GRP,团队旅游会议,15,8.1,5380.0,359.0
2025-07-24,LNG,长住客,4,2.2,1221.0,305.0
2025-07-25,FIT-WI,上门散客,15,7.3,9043.0,603.0
2025-07-25,FIT-DIR,官网小程序直销,35,17.1,18195.0,520.0
2025-07-25,FIT-OTA,OTA散客,63,30.7,29924.0,475.0
2025-07-25,CORP,协议公司客户,49,23.9,20144.0,411.0
2025-07-25,LOY,会员忠诚计划,27,13.2,13124.0,486.0
2025-07-25,GRP,团队旅游会议,16,7.8,5701.0,356.0
2025-07-25,LNG,长住客,4,2.0,1217.0,304.0
2025-07-26,FIT-WI,上门散客,17,8.1,9991.0,588.0
2025-07-26,FIT-DIR,官网小程序直销,38,18.1,21060.0,554.0
2025-07-26,FIT-OTA,OTA散客,61,29.0,32105.0,526.0
2025-07-26,CORP,协议公司客户,44,21.0,19397.0,441.0
2025-07-26,LOY,会员忠诚计划,25,11.9,12012.0,480.0
2025-07-26,GRP,团队旅游会议,16,7.6,6205.0,388.0
2025-07-26,LNG,长住客,4,1.9,1315.0,329.0
2025-07-27,FIT-WI,上门散客,15,7.8,9040.0,603.0
2025-07-27,FIT-DIR,官网小程序直销,30,15.5,16206.0,540.0
2025-07-27,FIT-OTA,OTA散客,63,32.6,31888.0,506.0
2025-07-27,CORP,协议公司客户,43,22.3,18403.0,428.0
2025-07-27,LOY,会员忠诚计划,24,12.4,11389.0,475.0
2025-07-27,GRP,团队旅游会议,17,8.8,6581.0,387.0
2025-07-27,LNG,长住客,4,2.1,1238.0,309.0
2025-07-28,FIT-WI,上门散客,13,7.4,7552.0,581.0
2025-07-28,FIT-DIR,官网小程序直销,32,18.3,15673.0,490.0
2025-07-28,FIT-OTA,OTA散客,50,28.6,23924.0,478.0
2025-07-28,CORP,协议公司客户,38,21.7,16021.0,422.0
2025-07-28,LOY,会员忠诚计划,21,12.0,9876.0,470.0
2025-07-28,GRP,团队旅游会议,15,8.6,5234.0,349.0
2025-07-28,LNG,长住客,3,1.7,921.0,307.0
2025-07-29,FIT-WI,上门散客,13,7.6,7767.0,597.0
2025-07-29,FIT-DIR,官网小程序直销,30,17.4,15746.0,525.0
2025-07-29,FIT-OTA,OTA散客,57,33.1,26875.0,471.0
2025-07-29,CORP,协议公司客户,39,22.7,16893.0,433.0
2025-07-29,LOY,会员忠诚计划,22,12.8,9989.0,454.0
2025-07-29,GRP,团队旅游会议,13,7.6,4536.0,349.0
2025-07-29,LNG,长住客,3,1.7,938.0,313.0
2025-07-30,FIT-WI,上门散客,14,7.7,8010.0,572.0
2025-07-30,FIT-DIR,官网小程序直销,32,17.5,16480.0,515.0
2025-07-30,FIT-OTA,OTA散客,56,30.6,28466.0,508.0
2025-07-30,CORP,协议公司客户,38,20.8,15958.0,420.0
2025-07-30,LOY,会员忠诚计划,21,11.5,9803.0,467.0
2025-07-30,GRP,团队旅游会议,15,8.2,5462.0,364.0
2025-07-30,LNG,长住客,4,2.2,1275.0,319.0
2025-07-31,FIT-WI,上门散客,13,7.0,7618.0,586.0
2025-07-31,FIT-DIR,官网小程序直销,29,15.5,15471.0,533.0
2025-07-31,FIT-OTA,OTA散客,53,28.3,26653.0,503.0
2025-07-31,CORP,协议公司客户,39,20.9,16203.0,415.0
2025-07-31,LOY,会员忠诚计划,20,10.7,9739.0,487.0
2025-07-31,GRP,团队旅游会议,16,8.6,6086.0,380.0
2025-07-31,LNG,长住客,3,1.6,903.0,301.0
2025-08-01,FIT-WI,上门散客,21,8.0,15293.0,728.0
2025-08-01,FIT-DIR,官网小程序直销,43,16.3,26660.0,620.0
2025-08-01,FIT-OTA,OTA散客,81,30.7,48032.0,593.0
2025-08-01,CORP,协议公司客户,53,20.1,27679.0,522.0
2025-08-01,LOY,会员忠诚计划,29,11.0,16093.0,555.0
2025-08-01,GRP,团队旅游会议,20,7.6,8745.0,437.0
2025-08-01,LNG,长住客,6,2.3,2324.0,387.0
2025-08-02,FIT-WI,上门散客,24,8.0,17216.0,717.0
2025-08-02,FIT-DIR,官网小程序直销,49,16.3,33886.0,692.0
2025-08-02,FIT-OTA,OTA散客,99,33.0,59327.0,599.0
2025-08-02,CORP,协议公司客户,60,20.0,32285.0,538.0
2025-08-02,LOY,会员忠诚计划,33,11.0,19437.0,589.0
2025-08-02,GRP,团队旅游会议,24,8.0,11087.0,462.0
2025-08-02,LNG,长住客,6,2.0,2245.0,374.0
2025-08-03,FIT-WI,上门散客,21,8.6,14555.0,693.0
2025-08-03,FIT-DIR,官网小程序直销,38,15.5,23948.0,630.0
2025-08-03,FIT-OTA,OTA散客,77,31.4,45804.0,595.0
2025-08-03,CORP,协议公司客户,53,21.6,27305.0,515.0
2025-08-03,LOY,会员忠诚计划,27,11.0,15588.0,577.0
2025-08-03,GRP,团队旅游会议,20,8.2,8871.0,444.0
2025-08-03,LNG,长住客,4,1.6,1528.0,382.0
2025-08-04,FIT-WI,上门散客,17,7.9,11921.0,701.0
2025-08-04,FIT-DIR,官网小程序直销,34,15.7,22016.0,648.0
2025-08-04,FIT-OTA,OTA散客,61,28.2,34726.0,569.0
2025-08-04,CORP,协议公司客户,45,20.8,22950.0,510.0
2025-08-04,LOY,会员忠诚计划,24,11.1,13534.0,564.0
2025-08-04,GRP,团队旅游会议,17,7.9,7451.0,438.0
2025-08-04,LNG,长住客,4,1.9,1511.0,378.0
2025-08-05,FIT-WI,上门散客,16,7.3,11031.0,689.0
2025-08-05,FIT-DIR,官网小程序直销,34,15.6,22190.0,653.0
2025-08-05,FIT-OTA,OTA散客,62,28.4,35064.0,566.0
2025-08-05,CORP,协议公司客户,52,23.9,25536.0,491.0
2025-08-05,LOY,会员忠诚计划,25,11.5,14384.0,575.0
2025-08-05,GRP,团队旅游会议,17,7.8,7669.0,451.0
2025-08-05,LNG,长住客,4,1.8,1483.0,371.0
2025-08-06,FIT-WI,上门散客,16,7.5,11395.0,712.0
2025-08-06,FIT-DIR,官网小程序直销,37,17.5,22901.0,619.0
2025-08-06,FIT-OTA,OTA散客,68,32.1,40171.0,591.0
2025-08-06,CORP,协议公司客户,44,20.8,22323.0,507.0
2025-08-06,LOY,会员忠诚计划,27,12.7,15868.0,588.0
2025-08-06,GRP,团队旅游会议,17,8.0,7794.0,458.0
2025-08-06,LNG,长住客,5,2.4,1879.0,376.0
2025-08-07,FIT-WI,上门散客,17,7.1,12096.0,712.0
2025-08-07,FIT-DIR,官网小程序直销,38,15.8,23173.0,610.0
2025-08-07,FIT-OTA,OTA散客,78,32.5,44709.0,573.0
2025-08-07,CORP,协议公司客户,50,20.8,25656.0,513.0
2025-08-07,LOY,会员忠诚计划,27,11.2,15497.0,574.0
2025-08-07,GRP,团队旅游会议,18,7.5,7911.0,439.0
2025-08-07,LNG,长住客,4,1.7,1468.0,367.0
2025-08-08,FIT-WI,上门散客,22,8.3,16552.0,752.0
2025-08-08,FIT-DIR,官网小程序直销,42,15.8,26605.0,633.0
2025-08-08,FIT-OTA,OTA散客,81,30.6,50261.0,621.0
2025-08-08,CORP,协议公司客户,53,20.0,28474.0,537.0
2025-08-08,LOY,会员忠诚计划,35,13.2,19812.0,566.0
2025-08-08,GRP,团队旅游会议,23,8.7,10206.0,444.0
2025-08-08,LNG,长住客,6,2.3,2284.0,381.0
2025-08-09,FIT-WI,上门散客,23,7.7,18427.0,801.0
2025-08-09,FIT-DIR,官网小程序直销,53,17.7,36214.0,683.0
2025-08-09,FIT-OTA,OTA散客,90,30.1,56286.0,625.0
2025-08-09,CORP,协议公司客户,65,21.7,35900.0,552.0
2025-08-09,LOY,会员忠诚计划,38,12.7,22969.0,604.0
2025-08-09,GRP,团队旅游会议,24,8.0,12041.0,502.0
2025-08-09,LNG,长住客,6,2.0,2515.0,419.0
2025-08-10,FIT-WI,上门散客,18,7.6,12501.0,694.0
2025-08-10,FIT-DIR,官网小程序直销,40,16.9,24661.0,617.0
2025-08-10,FIT-OTA,OTA散客,69,29.1,41014.0,594.0
2025-08-10,CORP,协议公司客户,50,21.1,24930.0,499.0
2025-08-10,LOY,会员忠诚计划,27,11.4,15989.0,592.0
2025-08-10,GRP,团队旅游会议,18,7.6,7781.0,432.0
2025-08-10,LNG,长住客,5,2.1,1883.0,377.0
2025-08-11,FIT-WI,上门散客,18,8.6,12074.0,671.0
2025-08-11,FIT-DIR,官网小程序直销,36,17.2,21110.0,586.0
2025-08-11,FIT-OTA,OTA散客,61,29.2,34817.0,571.0
2025-08-11,CORP,协议公司客户,50,23.9,24016.0,480.0
2025-08-11,LOY,会员忠诚计划,26,12.4,14350.0,552.0
2025-08-11,GRP,团队旅游会议,15,7.2,6193.0,413.0
2025-08-11,LNG,长住客,4,1.9,1378.0,344.0
2025-08-12,FIT-WI,上门散客,18,8.3,11882.0,660.0
2025-08-12,FIT-DIR,官网小程序直销,38,17.4,23172.0,610.0
2025-08-12,FIT-OTA,OTA散客,69,31.7,38173.0,553.0
2025-08-12,CORP,协议公司客户,44,20.2,21283.0,484.0
2025-08-12,LOY,会员忠诚计划,27,12.4,14435.0,535.0
2025-08-12,GRP,团队旅游会议,18,8.3,7928.0,440.0
2025-08-12,LNG,长住客,4,1.8,1439.0,360.0
2025-08-13,FIT-WI,上门散客,19,8.3,11846.0,623.0
2025-08-13,FIT-DIR,官网小程序直销,39,17.1,22245.0,570.0
2025-08-13,FIT-OTA,OTA散客,65,28.5,33883.0,521.0
2025-08-13,CORP,协议公司客户,47,20.6,21466.0,457.0
2025-08-13,LOY,会员忠诚计划,26,11.4,13072.0,503.0
2025-08-13,GRP,团队旅游会议,19,8.3,7804.0,411.0
2025-08-13,LNG,长住客,4,1.8,1344.0,336.0
2025-08-14,FIT-WI,上门散客,17,7.5,11680.0,687.0
2025-08-14,FIT-DIR,官网小程序直销,42,18.5,27270.0,649.0
2025-08-14,FIT-OTA,OTA散客,75,33.0,44949.0,599.0
2025-08-14,CORP,协议公司客户,47,20.7,24695.0,525.0
2025-08-14,LOY,会员忠诚计划,26,11.5,15094.0,581.0
2025-08-14,GRP,团队旅游会议,20,8.8,8419.0,421.0
2025-08-14,LNG,长住客,5,2.2,1861.0,372.0
2025-08-15,FIT-WI,上门散客,22,8.8,15652.0,711.0
2025-08-15,FIT-DIR,官网小程序直销,41,16.4,25380.0,619.0
2025-08-15,FIT-OTA,OTA散客,80,32.0,46247.0,578.0
2025-08-15,CORP,协议公司客户,51,20.4,25462.0,499.0
2025-08-15,LOY,会员忠诚计划,28,11.2,16094.0,575.0
2025-08-15,GRP,团队旅游会议,22,8.8,9635.0,438.0
2025-08-15,LNG,长住客,5,2.0,1855.0,371.0
2025-08-16,FIT-WI,上门散客,21,7.7,17359.0,827.0
2025-08-16,FIT-DIR,官网小程序直销,51,18.6,36826.0,722.0
2025-08-16,FIT-OTA,OTA散客,83,30.3,53727.0,647.0
2025-08-16,CORP,协议公司客户,62,22.6,36624.0,591.0
2025-08-16,LOY,会员忠诚计划,31,11.3,19489.0,629.0
2025-08-16,GRP,团队旅游会议,21,7.7,10803.0,514.0
2025-08-16,LNG,长住客,6,2.2,2499.0,417.0
2025-08-17,FIT-WI,上门散客,18,7.6,12784.0,710.0
2025-08-17,FIT-DIR,官网小程序直销,38,16.0,23227.0,611.0
2025-08-17,FIT-OTA,OTA散客,77,32.4,45760.0,594.0
2025-08-17,CORP,协议公司客户,52,21.8,26943.0,518.0
2025-08-17,LOY,会员忠诚计划,29,12.2,15709.0,542.0
2025-08-17,GRP,团队旅游会议,20,8.4,9020.0,451.0
2025-08-17,LNG,长住客,5,2.1,1856.0,371.0
2025-08-18,FIT-WI,上门散客,16,7.1,10159.0,635.0
2025-08-18,FIT-DIR,官网小程序直销,41,18.1,25211.0,615.0
2025-08-18,FIT-OTA,OTA散客,77,34.1,42307.0,549.0
2025-08-18,CORP,协议公司客户,51,22.6,25135.0,493.0
2025-08-18,LOY,会员忠诚计划,27,11.9,14117.0,523.0
2025-08-18,GRP,团队旅游会议,17,7.5,6885.0,405.0
2025-08-18,LNG,长住客,5,2.2,1670.0,334.0
2025-08-19,FIT-WI,上门散客,17,7.6,11604.0,683.0
2025-08-19,FIT-DIR,官网小程序直销,41,18.3,25286.0,617.0
2025-08-19,FIT-OTA,OTA散客,66,29.5,36548.0,554.0
2025-08-19,CORP,协议公司客户,47,21.0,22726.0,484.0
2025-08-19,LOY,会员忠诚计划,27,12.1,14363.0,532.0
2025-08-19,GRP,团队旅游会议,16,7.1,6794.0,425.0
2025-08-19,LNG,长住客,5,2.2,1830.0,366.0
2025-08-20,FIT-WI,上门散客,18,8.0,12695.0,705.0
2025-08-20,FIT-DIR,官网小程序直销,41,18.1,24948.0,608.0
2025-08-20,FIT-OTA,OTA散客,76,33.6,43033.0,566.0
2025-08-20,CORP,协议公司客户,48,21.2,24770.0,516.0
2025-08-20,LOY,会员忠诚计划,30,13.3,16824.0,561.0
2025-08-20,GRP,团队旅游会议,19,8.4,8412.0,443.0
2025-08-20,LNG,长住客,5,2.2,1862.0,372.0
2025-08-21,FIT-WI,上门散客,18,7.5,12841.0,713.0
2025-08-21,FIT-DIR,官网小程序直销,43,17.9,28101.0,654.0
2025-08-21,FIT-OTA,OTA散客,75,31.2,42661.0,569.0
2025-08-21,CORP,协议公司客户,50,20.8,25717.0,514.0
